HPO-ID	DATABASE-NAME	EXTERNAL-ID	EXTERNAL-NAME
HP:0000834	UMLS	C0001621	{'ADRENAL DISORDER', 'Disease, Adrenal Gland', 'diseases adrenal glands', 'Disorders of adrenal glands', 'ADRENAL DISEASE, NOS', 'Gland Diseases, Adrenal', 'adrenal disease glands', 'Adrenal Disease', 'Adrenal Gland Disease', 'Adrenal Gland Disorder', 'adrenal disordered', 'adrenal gland disorders', 'Unspecified disorder of adrenal glands', 'Adrenal disorder NOS', 'adrenal diseases gland', 'disorders of adrenal glands', 'adrenal disease gland', 'adrenal disorder gland', 'adrenal disorders gland', 'ADRENAL GLAND DIS', 'disease of adrenal gland', 'adrenal gland diseases', 'adrenal disorders', 'adrenal gland disease', 'Adrenal glands--Diseases', 'adrenal glands disorders', 'adrenal disease', 'adrenal gland disorder', 'Adrenal gland disease', 'Adrenal Gland Disorders', 'Adrenal Gland Diseases', 'Gland Disease, Adrenal', 'adrenal diseases', 'DISORDER ADRENAL (NOS)', 'adrenal disorder', 'Diseases, Adrenal Gland'}
HP:0000834	UMLS	C4021794	{'Abnormality of the adrenal glands', 'Adrenal abnormalities'}
HP:0000835	MSH	C538429	None
HP:0000835	SNOMEDCT_US	237774001	Small adrenal gland
HP:0000835	UMLS	C0342491	{'Small adrenal glands'}
HP:0000835	UMLS	C1846223	{'ADRENAL HYPOPLASIA', 'Adrenal hypoplasia', 'Adrenal gland hypoplasia', 'adrenal hypoplasia', 'Hypoplastic adrenal glands'}
HP:0011732	UMLS	C4023213	{'Abnormality of adrenal morphology'}
HP:0000836	MSH	D006980	Hyperthyroidism
HP:0000836	SNOMEDCT_US	34486009	Hyperthyroidism
HP:0000836	UMLS	C0020550	{'hyperthyroid', 'hyperthyroidism nos', 'Hyperthyroids', 'hyperthyroidism', 'Overactive thyroid', 'Hyperthyroidism', 'overactive thyroid', 'Hyperthyroidism NOS', 'Overactive Thyroid', 'Hyperthyroid', 'HYPERTHYROIDISM'}
HP:0000837	UMLS	C1862265	{'Elevated serum gonadotropins', 'Gonadotropin excess', 'Elevated gonadotropins', 'Increased circulating gonadotropin level'}
HP:0010514	MSH	D006964	Hyperpituitarism
HP:0010514	SNOMEDCT_US	10649000	Hyperpituitarism
HP:0010514	UMLS	C0020506	{'hyperpituitarism', 'Hyperpituitarism', 'HYPERPITUITARISM', 'pituitary hyperfunction'}
HP:0030338	UMLS	C4072886	{'Abnormal circulating gonadotropin level'}
HP:0000839	MSH	D004393	Dwarfism, Pituitary
HP:0000839	SNOMEDCT_US	367460001	Pituitary dwarfism
HP:0000839	SNOMEDCT_US	7530009	Asexual dwarfism
HP:0000839	UMLS	C0013338	{'Isolated deficiency of growth hormone', 'Nanism, Pituitary', 'Lorain-Levi dwarfism', 'Isolated Human Growth Hormone Deficiency', 'Isolated Growth Hormone Deficiency', 'pituitary dwarfism', 'Pituitary Dwarfism', 'Isolated Somatotropin Deficiency', 'hypopituitary dwarfism', 'Dwarfism, Growth Hormone Deficiency', 'DWARFISM GROWTH HORMONE DEFIC', 'Hyposomatotrophic Dwarfism', 'Isolated deficiency of HGH', 'Pituitary Nanism', 'Isolated HGH Deficiency', 'Isolated GH Deficiency', 'Dwarfism, Pituitary', 'dwarfism pituitary', 'pituitary dwarf', 'GROWTH HORMONE DEFIC DWARFISM', 'PITUITARY DWARFISM', 'Isolated deficiency of human growth hormone', 'dwarfs pituitary', 'Isolated Somatotropin Deficiency Disorder', 'hypophyseal dwarf', 'Isolated growth hormone deficiency', 'Pituitary dwarfism', 'Growth Hormone Deficiency Dwarfism'}
HP:0004322	SNOMEDCT_US	237836003	Small stature
HP:0004322	UMLS	C0349588	{'Stature Short', 'Small stature', 'Short stature', 'Stature below 3rd percentile', 'Short Stature', 'STATURE SHORTNESS', 'SHORT STATURE', 'Decreased body height', 'small stature', 'short stature', 'Height less than 3rd percentile', 'stature short'}
HP:0000840	MSH	D047808	Adrenogenital Syndrome
HP:0000840	SNOMEDCT_US	237751000	Congenital adrenal hyperplasia
HP:0000840	SNOMEDCT_US	267395000	Adrenogenital disorder
HP:0000840	SNOMEDCT_US	271077003	Wilkins disease
HP:0000840	UMLS	C0302280	{'androgenital syndrome', 'Syndromes, Adrenogenital', 'Syndrome, Adrenogenital', 'Adrenogenital Syndromes', 'ADRENOGENITAL SYNDROME, CONGENITAL', 'adrenal virilism', 'Adrenogenital syndrome', 'Adrenogenital Syndrome', 'ADRENOGENITAL SYNDROME', 'ADRENOGENITAL SYNDROME CONGENITAL', 'adrenogenital syndrome'}
HP:0000841	UMLS	C1846345	{'Hyperactive renin-angiotensin system'}
HP:0000841	UMLS	C3150267	{'Increased plasma renin activity'}
HP:0000847	UMLS	C4021793	{'Abnormality of renin-angiotensin system', 'Abnormality of the renin-aldosterone axis'}
HP:0011014	UMLS	C4023598	{'Abnormal glucose homeostasis'}
HP:0040215	UMLS	C4073161	{'Abnormal circulating insulin level'}
HP:0000843	MSH	D006961	Hyperparathyroidism
HP:0000843	SNOMEDCT_US	66999008	Hyperparathyroidism
HP:0000843	UMLS	C0020502	{'Elevated blood parathyroid hormone level', 'PARATHYROID, HYPERFUNCTION', 'Hyperparathyroidism, unspecified', 'Hyperparathyroidism', 'hyperparathyroidism', 'HYPERPARATHYROIDISM', 'Hyperparathyroidism NOS'}
HP:0000845	MSH	C531600	None
HP:0000845	MSH	D000172	Acromegaly
HP:0000845	SNOMEDCT_US	74107003	Acromegaly
HP:0000845	UMLS	C0001206	{'Acromegaly', 'Inappropriate GH Secretion Syndrome (Acromegaly)', 'Syndromes, Somatotropin Hypersecretion (Acromegaly)', 'marie disease', 'acromegalia', 'Somatotropin Hypersecretion Syndromes (Acromegaly)', 'Hypersecretion Syndrome, Somatotropin (Acromegaly)', 'Inappropriate Growth Hormone Secretion Syndrome (Acromegaly)', 'Somatotropin Hypersecretion Syndrome (Acromegaly)', 'SOMATOTROPIN HYPERSECRET SYNDROME ACROMEGALY', 'acromegaly', 'Syndrome, Somatotropin Hypersecretion (Acromegaly)', 'INAPPROPRIATE GROWTH HORMONE SECRET SYNDROME ACROMEGALY', 'ACROMEGALY', 'INAPPROPRIATE GH SECRET SYNDROME ACROMEGALY', 'Hypersecretion Syndromes, Somatotropin (Acromegaly)'}
HP:0000845	UMLS	C0235986	{'SOMATOTROPIN, INCREASED', 'Somatotropin excess', 'growth hormone excess', 'GROWTH HORMONE, INCREASED', 'HGH, INCREASED', 'excess growth hormone', 'Acromegalic growth', 'increased growth hormone', 'Growth Hormone Excess', 'Growth hormone excess', 'Acral hypertrophy'}
HP:0000846	MSH	D000309	Adrenal Insufficiency
HP:0000846	SNOMEDCT_US	111563005	Adrenal hypofunction
HP:0000846	SNOMEDCT_US	237785004	Hypoadrenalism
HP:0000846	SNOMEDCT_US	386584007	Adrenal cortical hypofunction (disorder)
HP:0000846	UMLS	C0001623	{'INSUFFICIENCY ADRENAL', 'insufficiency adrenal', 'Adrenal Insufficiencies', 'Adrenal insufficiency', 'adrenal hypofunctions', 'adrenal failure', 'adrenal hypofunction', 'Adrenal Gland Hypofunction', 'HYPOFUNCTION ADRENAL', 'Adrenal Gland Insufficiency', 'adrenal insufficiency', 'Hypofunction, Adrenal Gland', 'adrenal insufficiencies', 'Adrenal gland hypofunction', 'ADRENAL HYPOFUNCTION', 'Hypoadrenalism', 'ADRENAL INSUFFICIENCY', 'Adrenal Insufficiency'}
HP:0011733	UMLS	C4023212	{'Abnormality of adrenal physiology'}
HP:0000848	UMLS	C0240783	{'Hyperreninemia', 'Elevated blood renin level', 'Increased circulating renin level', 'Increased serum renin', 'PLASMA RENIN ELEVATED', 'Increased plasma renin', 'Elevated plasma renin'}
HP:0040084	UMLS	C4021038	{'Abnormal circulating renin', 'Abnormal plasma renin'}
HP:0000849	UMLS	C4025820	{'Adrenocortical abnormality'}
HP:0000851	MSH	D003409	Congenital Hypothyroidism
HP:0000851	SNOMEDCT_US	190268003	Congenital hypothyroidism
HP:0000851	SNOMEDCT_US	217710005	Congenital goitre
HP:0000851	UMLS	C0010308	{'Congenital thyroid insufficiency', 'HYPOTHYROIDISM, INFANTILE', 'Goitrous cretinism', 'CONGEN HYPOTHYROIDISM', 'HYPOTHYROIDISM, CONGENITAL', 'infantile hypothyroidism', 'Congenital Hypothyroidism', 'Hypothyroidism, Congenital', 'cretinism', 'HYPOTHYROIDISM CONGENITAL', 'Congenital hypothyroidism', 'Congenital hypothyroidsm', 'congenital hypothyroidism', 'hypothyroidism congenital', 'CRETINISM', 'Hypothyroidism, congenital', 'CRETINISM, INFANTILE', 'Cretinism', 'Underactive thyroid gland from birth'}
HP:0000852	MSH	D011547	Pseudohypoparathyroidism
HP:0000852	SNOMEDCT_US	58976002	Pseudohypoparathyroidism
HP:0000852	UMLS	C0033806	{'MARTIN-ALBRIGHT SYNDROME', 'Pseudohypoparathyroidism', 'Pseudohypoparathyroidisms', 'pseudo-hypoparathyroidism', 'pseudo hypoparathyroidism', 'pseudohypoparathyroidisms', 'PSEUDOHYPOPARATHYROIDISM', 'pseudopseudohypoparathyroidism', 'SEABRIGHT-BANTAM SYNDROME', 'pseudohypoparathyroidism', 'seabright bantam syndrome'}
HP:0000853	MSH	D006042	Goiter
HP:0000853	SNOMEDCT_US	3716002	Goiter
HP:0000853	UMLS	C0018021	{'Struma (ex T85 T86)', 'hagdalat hatiroid, goiter lelo yeter peilut', 'Goitre (SF T85 T86)', 'THYROID ENLARGEMENT', 'enlarged thyroid', 'BOZIOA,TIROTOSIKOSI GABEKO NODULO TIROIDEA', 'Thyroid goiter', 'Goiter NOS', 'GOITER', 'Goiter', 'THYROMEGALY', 'Goiters', 'Gozzo(escl T85 T86)', 'Bocio/nodulo (ex T85 T86)', 'goitres', 'Goiter (excl T85 T86)', 'Goiter, unspecified', 'Enlargement of thyroid', 'GOITRE', 'Enlarged thyroid gland in neck', 'struma', 'thyromegaly', 'enlarged thyroid gland', 'Enlarged thyroid gland', 'Bocio (excl T85 T86)', 'goiters', 'THYROID ENLARGED', 'enlargement of thyroid', 'Goitre', 'STRUMA/THYR KNUTE U/HYPERTYREOSE', 'Struma/knude tyreoidea (ex T85 T86)', 'Thyromegaly', 'goiter thyroid', 'swelling thyroid gland', 'golyva (kiv. T85, T86)', 'goitre', 'STRUUMA (PL T85,T86)', 'STRUMA', 'thyroid enlargement', 'goiter', 'thyroid gland swelling', 'thyroid goiter', 'Goiter (excluding T85 T86)'}
HP:0011772	UMLS	C4023195	{'Abnormality of thyroid morphology', 'Abnormal shape of thyroid gland'}
HP:0000854	MSH	D013964	Thyroid Neoplasms
HP:0000854	NCIT	C2855	None
HP:0000854	SNOMEDCT_US	255033000	Thyroid adenoma
HP:0000854	SNOMEDCT_US	255034006	Thyroid follicular adenoma
HP:0000854	UMLS	C0151468	{'Adenoma of the Thyroid Gland', 'Thyroid Adenoma', 'adenoma thyroid', 'thyroid follicular adenoma', 'ADENOMA, FOLLICULAR CELL, BENIGN', 'Thyroid Follicular Adenoma', 'Thyroid adenoma', 'Follicular Adenoma of the Thyroid', 'Adenoma of Thyroid', 'THYROID ADENOMA, FOLLICULAR', 'Follicular Adenoma of Thyroid', 'follicular adenoma thyroid', 'Follicular Adenoma of Thyroid Gland', 'Thyroid Gland Follicular Adenoma', 'adenoma follicular thyroid', 'Follicular Adenoma of the Thyroid Gland', 'Thyroid Adenomas', 'thyroid adenoma', 'Thyroid Gland Adenoma', 'Adenoma of the Thyroid', 'adenomas thyroid', 'Adenoma, Thyroid', 'THYROID ADENOMA', 'Adenoma of Thyroid Gland', 'ADENOMA THYROID', 'Follicular Adenoma', 'Adenomas, Thyroid', 'Thyroid follicular adenoma'}
HP:0100031	MSH	D013964	Thyroid Neoplasms
HP:0100031	NCIT	C3262	None
HP:0100031	SNOMEDCT_US	127018007	Neoplasm of thyroid gland
HP:0100031	UMLS	C0040136	{'thyroid tumor', 'Thyroid Neoplasms', 'Tumor of the Thyroid', 'Tumor of the Thyroid Gland', 'Neoplasm of Thyroid Gland', 'neoplasms thyroid', 'Neoplasms, Thyroid', 'thyroid neoplasms', 'gland thyroid tumours', 'Neoplasia of the thyroid gland', 'Neoplasm of the Thyroid Gland', 'gland thyroid tumors', 'Tumor of Thyroid', 'Neoplasm of Thyroid', 'NEOPLASM THYROID', 'Thyroid cancer', 'Thyroid Gland Neoplasm', 'NEOPL THYROID', 'tumor thyroid', 'Thyroid Gland Tumor', 'Neoplasm, Thyroid', 'thyroid gland tumor', 'THRYOID NEOPLASIA', 'Tumor of Thyroid Gland', 'Neoplasm of the thyroid gland', 'Neoplasm of the Thyroid', 'thyroid tumours', 'Thyroid gland--Tumors', 'thyroid tumors', 'thyroid tumour', 'gland neoplasms thyroid', 'tumor thyroid gland', 'thyroid neoplasm', 'Thyroid Neoplasm', 'Thyroid Tumor', 'THYROID NEOPL', 'neoplasm thyroid'}
HP:0000857	UMLS	C3278636	{'Neonatal insulin-dependent diabetes mellitus'}
HP:0000859	MSH	D006929	Hyperaldosteronism
HP:0000859	SNOMEDCT_US	88213004	Aldosteronism
HP:0000859	UMLS	C0020428	{'Mineralocorticoid excess', 'HYPERALDOSTERONISM', 'hyperaldosteronism', 'Hyperaldosteronism NOS', 'Elevated plasma aldosterone', 'Aldosteronism', 'Increased aldosterone', 'ALDOSTERONISM', 'Increased aldosterone production', 'Hyperaldosteronism, unspecified', 'Aldosteronism NOS', 'Hyperaldosteronism', 'aldosteronism'}
HP:0002717	UMLS	C4025685	{'Adrenal overactivity'}
HP:0000860	UMLS	C1389851	{'Small parathyroid glands', 'Parathyroid hypoplasia', 'Underdeveloped parathyroid glands'}
HP:0011768	UMLS	C4023197	{'Parathyroid dysgenesis'}
HP:0000863	MSH	D020790	Diabetes Insipidus, Neurogenic
HP:0000863	SNOMEDCT_US	45369008	Neurohypophyseal diabetes insipidus
HP:0000863	UMLS	C0687720	{'Diabetes Insipidus, Cranial Type', 'vasopressin defective diabetes insipidus', 'cranial diabetes insipidus', 'Diabetes Insipidus, Neurohypophyseal Type', 'Neurohypophyseal Diabetes Insipidus', 'AVP deficiency', 'Neurogenic Diabetes Insipidus', 'Neurohypophyseal diabetes insipidus', 'antidiuretic hormone defective syndrome', 'neurogenic diabetes insipidus', 'Diabetes Insipidus, Pituitary', 'Vasopressin Deficiency', 'Central Diabetes Insipidus', 'CDI', 'Diabetes Insipidus, Primary Central', 'Diabetes Insipidus Cranial Type', 'DIABETES INSIPIDUS, CRANIAL TYPE', 'DIABETES INSIPIDUS, NEUROHYPOPHYSEAL TYPE', 'Diabetes Insipidus, Central', 'Arginine Vasopressin Deficiency', 'pituitary diabetes insipidus', 'DIABETES INSIPIDUS, NEUROHYPOPHYSEAL', 'Diabetes Insipidus, Neurohypophyseal', 'central diabetes insipidus', 'Pituitary Diabetes Insipidus', 'Vasopressin Defective Diabetes Insipidus', 'Diabetes Insipidus Secondary To Vasopressin Deficiency', 'Diabetes Insipidus Primary Central', 'Antidiuretic Hormone Deficiency', 'Central diabetes insipidus', 'vasopressin deficiency', 'Vasopressin deficiency', 'Diabetes Insipidus, Neurogenic', 'ADH Deficiency', 'DIABETES INSIPIDUS, PRIMARY CENTRAL'}
HP:0000873	MSH	D003919	Diabetes Insipidus
HP:0000873	SNOMEDCT_US	15771004	Diabetes insipidus
HP:0000873	UMLS	C0011848	{'diabetes insipidus', 'Diabetes Insipidus', 'Diabetes insipidus', 'DIABETES INSIPIDUS', 'DI', 'diabete insipidus'}
HP:0011751	UMLS	C4023204	{'Abnormality of the posterior pituitary', 'Abnormality of the neurohypophysis'}
HP:0000864	UMLS	C4025819	{'Abnormality of the hypothalamus-pituitary axis'}
HP:0000866	UMLS	C1846034	{'Euthyroid multinodular goiter'}
HP:0009798	MSH	C562732	None
HP:0009798	SNOMEDCT_US	32251000119106	Euthyroid goiter (disorder)
HP:0009798	UMLS	C0302859	{'euthyroid goitre', 'GOITER, EUTHYROID', 'Goiter, nontoxic, with intrathyroidal calcification', 'GOITER, NONTOXIC, WITH INTRATHYROIDAL CALCIFICATION', 'MNG1', 'Euthyroid goiter', 'Euthyroid Goiter', 'SIMPLE GOITER', 'EUTHYROID GOITER', 'Simple goiter', 'Multinodular goiter, adolescent', 'MULTINODULAR GOITER, ADOLESCENT', 'Goiter, multinodular 1, with or without sertoli-leydig cell tumors', 'GOITER, MULTINODULAR 1, WITH OR WITHOUT SERTOLI-LEYDIG CELL TUMORS', 'euthyroid goiter'}
HP:0000867	MSH	D006962	Hyperparathyroidism, Secondary
HP:0000867	SNOMEDCT_US	91478007	Secondary hyperparathyroidism
HP:0000867	UMLS	C0020503	{'HYPERPARATHYROIDISM, SECONDARY', 'Secondary Hyperparathyroidisms', 'Hyperparathyroidisms, Secondary', 'hyperparathyroidism secondary', 'Secondary hyperparathyroidism NOS', 'SECOND HYPERPARATHYROIDISM', 'HYPERPARATHYROIDISM SECONDARY', 'Secondary hyperparathyroidism', 'HYPERPARATHYROIDISM SECOND', 'secondary hyperparathyroidism', 'Secondary Hyperparathyroidism', 'Hyperparathyroidism, Secondary'}
HP:0000868	UMLS	C0151639	{'FERTILITY FEMALE DECREASED', 'Reduced fertility in females', 'Decreased fertility in females', 'FERTILITY DECREASED FEMALE'}
HP:0000869	SNOMEDCT_US	86030004	Secondary physiologic amenorrhea
HP:0000869	UMLS	C0232940	{'SECONDARY AMENORRHEA', 'Secondary physiologic amenorrhea', 'amenorrhea secondary', 'Secondary amenorrhea', 'amenorrhoea secondary', 'secondary amenorrhoea', 'Previous menstrual periods stop', 'Secondary Amenorrhea', 'secondary amenorrhea'}
HP:0000870	MSH	D006966	Hyperprolactinemia
HP:0000870	SNOMEDCT_US	237662005	Hyperprolactinemia
HP:0000870	UMLS	C0020514	{'Prolactin Hypersecretion Syndrome', 'Inappropriate Secretion Prolactin', 'Syndrome, Prolactin Hypersecretion', 'PROLACTIN INAPPROPRIATE SECRET', 'Prolactin excess', 'PROLACTIN HYPERSECRET SYNDROME', 'Prolactin, Inappropriate Secretion', 'Inappropriate Prolactin Secretion', 'Prolactin Secretion, Inappropriate', 'HYPERPROLACTINAEMIA', 'HYPERPROLACTINEMIA', 'hyperprolactinemia', 'Inappropriate Prolactin Secretion Syndrome', 'Hyperprolactinaemia', 'Hypersecretion Syndrome, Prolactin', 'Hyperprolactinemia', 'Secretion, Inappropriate Prolactin', 'INAPPROPRIATE PROLACTIN SECRET SYNDROME', 'INAPPROPRIATE PROLACTIN SECRET', 'Hyperprolactinemias', 'Secretion Prolactin, Inappropriate', 'hyperprolactinaemia', 'HPRL'}
HP:0000871	MSH	C580003	None
HP:0000871	SNOMEDCT_US	32390006	Panhypopituitarism
HP:0000871	UMLS	C0242343	{'Combined pituitary hormone deficiency', 'primary hypopituitarism', 'panhypopituitarism', 'Panhypopituitarism', 'Complete Hypopituitarism', 'PANHYPOPITUITARISM', 'Combined Pituitary Hormone Deficiency'}
HP:0000872	MSH	D050031	Hashimoto Disease
HP:0000872	SNOMEDCT_US	21983002	Hashimoto thyroiditis
HP:0000872	UMLS	C0677607	"{'Hashimotos Syndrome', 'lymphocytic thyroiditis', 'autoimmune thyroiditis', 'HT', ""Hashimoto's Disease"", ""Hashimoto's Struma"", 'chronic lymphocytic thyroiditis', 'Thyroiditides, Chronic Lymphocytic', ""Syndrome, Hashimoto's"", 'Struma lymphomatosa', 'Thyroiditis, Chronic Lymphocytic', 'autoimmune thyroiditides', 'THYROIDITIS, LYMPHOID', 'Disease, Hashimoto', 'chronic thyroiditis', ""hashimoto's struma"", 'hashimoto disease', 'HASHIMOTO STRUMA', 'THYROIDITIS CHRONIC LYMPHOCYTIC HASHIMOTOS', 'Chronic Lymphocytic Thyroiditides', 'STRUMA LYMPHOMATOSA', 'Hashimoto Thyroiditides', 'Hashimoto disease', ""Hashimoto's disease"", ""Syndromes, Hashimoto's"", 'Chronic lymphocytic thyroiditis', 'Lymphocytic Thyroiditides, Chronic', 'Hashimoto Syndrome', 'Hashimoto Disease', 'lymphomatous thyroiditis', ""Disease, Hashimoto's"", 'THYROIDITIS, HASHIMOTO', ""hashimoto's thyroiditis"", 'Hashimoto Thyroiditis', 'Hashimoto thyroiditis', ""Hashimoto's thyroiditis"", 'HASHIMOTO DISEASE', 'Hashimoto Struma', 'HASHIMOTO THYROIDITIS', 'Lymphocytic Thyroiditis, Chronic', ""Hashimoto's Thyroiditis"", 'Lymphocytic Thyroiditis', ""hashimoto's disease"", 'HASHIMOTOS DIS', ""Hashimoto's Syndromes"", 'THYROIDITIS CHRONIC LYMPHOCYTIC <HASHIMOTOS>', 'Hashimotos Disease', 'HASHIMOTO DIS', 'Thyroiditis, Hashimoto', 'Thyroiditides, Hashimoto', 'THYROIDITIS, CHRONIC LYMPHADENOID', 'hashimoto thyroiditis', 'Chr lymphocyt thyroidit', 'Chronic Lymphocytic Thyroiditis', 'Lymphocytic thyroiditis', 'Autoimmune Thyroiditis', ""Hashimoto's Syndrome""}"
HP:0002960	MSH	D001327	Autoimmune Diseases
HP:0002960	SNOMEDCT_US	85828009	Autoimmune disease
HP:0002960	UMLS	C0004364	{'Disease, Autoimmune', 'Autoimmune disease NOS', 'Autoimmune Disease', 'Diseases, Autoimmune', 'Autoimmune disorders', 'autoimmune disease', 'Autoimmune disorder', 'autoimmunity', 'AUTOIMMUNE DIS', 'Autoimmune Disorders', 'Autoimmune disease', 'AUTOIMMUNE DISEASE', 'Autoimmune diseases', 'autoimmune diseases', 'autoimmune disorders', 'autoimmunities', 'autoimmune disorder', 'Autoimmune Disorder', 'self recognition (immune)', 'AUTOIMMUNE DISORDER', 'Autoimmune Diseases', 'Autoimmune condition'}
HP:0100646	MSH	D013966	Thyroiditis
HP:0100646	SNOMEDCT_US	82119001	Thyroiditis
HP:0100646	UMLS	C0040147	{'unspecified thyroiditis', 'THYROIDITIS', 'thyroiditis', 'Thyroiditis', 'Thyroid gland inflammation', 'Thyroiditis NOS', 'Thyroiditides', 'Thyroiditis, unspecified'}
HP:0000875	UMLS	C1857175	{'Intermittent high blood pressure', 'Hypertension, episodic', 'Episodic hypertension'}
HP:0000876	MSH	D009839	Oligomenorrhea
HP:0000876	SNOMEDCT_US	52073004	Abnormal long menstrual cycle
HP:0000876	UMLS	C0028949	{'Light or infrequent menstrual periods', 'Oligomenorrheas', 'oligomenorrhea', 'INFREQUENT MENSES', 'infrequent periods', 'Oligomenorrhea', 'MENSES INFREQUENT', 'OLIGOMENORRHEA', 'infrequent menstruation', 'oligomenorrhoea'}
HP:0000877	UMLS	C1837792	{'Insulin-resistant diabetes mellitus at puberty'}
HP:0000878	UMLS	C1839731	{'11 pairs of ribs'}
HP:0000921	SNOMEDCT_US	249695006	Absence of rib
HP:0000921	UMLS	C0426816	{'missing ribs', 'missing rib', 'Absent ribs', 'Missing ribs', 'Decreased rib number'}
HP:0000879	SNOMEDCT_US	298724002	Short sternum
HP:0000879	UMLS	C0575497	{'Short sternum'}
HP:0000879	UMLS	C4020883	{'Hypoplastic sternum'}
HP:0006714	UMLS	C4024990	{'Aplasia/Hypoplasia of the sternum', 'Absent/small sternum', 'Absent/underdeveloped sternum'}
HP:0000882	UMLS	C1846434	{'Small shoulder blade', 'Small scapula', 'Small scapulae', 'Short scapulae', 'Scapular hypoplasia', 'Hypoplastic scapula', 'Hypoplastic scapulae'}
HP:0006713	UMLS	C4024991	{'Aplasia/Hypoplasia of the scapulae', 'Absent/small shoulder blade', 'Absent/underdeveloped shoulder blade'}
HP:0000883	SNOMEDCT_US	249697003	Thin rib
HP:0000883	UMLS	C0426818	{'Slender ribs', 'Thin ribs'}
HP:0000884	UMLS	C1846433	{'Prominent sternum', 'Sternal protrusion'}
HP:0000885	UMLS	C1848654	{'Wide ribs', 'Broad ribs'}
HP:0000886	UMLS	C1838659	{'Deformed rib cage'}
HP:0000887	SNOMEDCT_US	249704008	Flared ribs
HP:0000887	UMLS	C0426826	{'Flared ribs', 'flared ribs', 'Rib flaring', 'flaring rib'}
HP:0000887	UMLS	C1865039	{'Rib cupping', 'Cupped ribs'}
HP:0000888	UMLS	C3806510	{'Horizontal ribs'}
HP:0000889	UMLS	C4021792	{'Abnormal collarbone', 'Abnormality of the clavicle', 'Abnormal clavicles'}
HP:0000890	SNOMEDCT_US	249687007	Long clavicle
HP:0000890	UMLS	C0426808	{'Long clavicles', 'Long collarbone', 'Elongated clavicles'}
HP:0000891	MSH	D057070	Cervical Rib
HP:0000891	SNOMEDCT_US	72535009	Cervical rib
HP:0000891	UMLS	C0158779	{'Rib, Cervical', 'Cervical ribs', 'cervical rib', 'Cervical Rib', 'Costa cervicalis', 'Costa colli', 'cervical ribs', 'Ribs, Cervical', 'Cervical rib', 'Supernumerary rib in the cervical region', 'CERVICAL RIB', 'Cervical Ribs'}
HP:0005815	SNOMEDCT_US	205460009	Accessory rib
HP:0005815	UMLS	C0345397	{'Supernumerary Rib', 'Supernumerary ribs', 'Extra ribs', 'extra ribs', 'SUPERNUMERARY RIB', 'extra rib'}
HP:0000892	SNOMEDCT_US	66102006	Congenital fusion of ribs
HP:0000892	UMLS	C0265695	{'Rib fusions', 'Fused ribs', 'Rib fusion', 'Congenital fusion of ribs'}
HP:0000893	UMLS	C1848538	"{""'Bulging' of the costochondral junction"", 'Bulging of the costochondral junction'}"
HP:0000919	UMLS	C4021791	{'Costochondral juctions abnormal', 'Abnormality of the costochondral junction'}
HP:0000894	SNOMEDCT_US	93250003	Congenital hypoplasia of clavicle
HP:0000894	UMLS	C0426799	{'Short clavicles', 'Congenital hypoplasia of clavicle', 'CLAVICULAR HYPOPLASIA', 'Hypoplastic clavicle', 'Underdeveloped clavicle', 'Short collarbone', 'Hypoplasia of clavicle', 'Hypoplastic clavicles', 'Clavicular hypoplasia', 'Underdeveloped clavicles'}
HP:0006710	UMLS	C4024993	{'Absent/underdeveloped collarbone', 'Aplasia/Hypoplasia of the clavicles', 'Absent/small collarbone'}
HP:0000895	SNOMEDCT_US	249684000	Hooked clavicle
HP:0000895	UMLS	C0426805	{'Hooked clavicles', 'Hook-shaped collarbone', 'clavicle hook', 'Lateral clavicle hook', 'Handlebar clavicle', 'Handlebar clavicles', 'hooked clavicle', 'Hooked clavicle', 'Hook-shaped clavicle', 'Hook-shaped clavicles'}
HP:0000896	UMLS	C1835579	{'Rib exostoses'}
HP:0100777	MSH	D005096	Exostoses
HP:0100777	SNOMEDCT_US	416189003	Exostosis (disorder)
HP:0100777	SNOMEDCT_US	80400009	External hyperostosis
HP:0100777	UMLS	C1442903	{'exostosis', 'Exostoses', 'Exostosis, site NOS', 'BONY EXOSTOSIS', 'EXOSTOSIS', 'Formation of new noncancerous bone on top of existing bone', 'Exostosis of unspecified site', 'Exostosis', 'bone spur'}
HP:0000897	SNOMEDCT_US	15214001	Rachitic rosary
HP:0000897	SNOMEDCT_US	249702007	Beading of ribs
HP:0000897	UMLS	C0426824	{'Beaded ribs'}
HP:0000900	SNOMEDCT_US	249699000	Thick rib
HP:0000900	UMLS	C0426820	{'Thick ribs', 'Thick rib', 'Thickened ribs'}
HP:0000902	UMLS	C1844749	(131)I-Macroaggregated Albumin
HP:0000904	UMLS	C1854780	{'Anterior flaring of ribs', 'Flaring of rib cage'}
HP:0000905	UMLS	C1837757	{'Progressive clavicular acroosteolysis', 'Progressive acroosteolysis of the clavicle'}
HP:0002797	MSH	D010014	Osteolysis
HP:0002797	SNOMEDCT_US	203522001	Osteolysis
HP:0002797	SNOMEDCT_US	30425001	Osteolysis
HP:0002797	UMLS	C0221204	{'lytic bone lesion', 'lesions lytic', 'Lytic lesions', 'bone lesions lytic', 'LYTIC LESION', 'Lytic Bone Lesion', 'lytic lesion', 'Lytic lesion'}
